Id,Hashed_Context,Pronoun,Position,Candidate_Antecedent,Manual Evaluation,Predicate,Antecedent_Role,Pronoun_Role,SRL_Match,Predicate_Distance
82-he-1,The application will allow the inspector to keep an eye on the patrolling policemen. A map will be shown on his screen where he#1can check all the policemen.,he,24,the inspector,A,shown,ARG1,C-ARG1,0,16
82-he-1,The application will allow the inspector to keep an eye on the patrolling policemen. A map will be shown on his screen where he#1can check all the policemen.,he,24,an eye,A,shown,ARG1,C-ARG1,0,16
82-he-1,The application will allow the inspector to keep an eye on the patrolling policemen. A map will be shown on his screen where he#1can check all the policemen.,he,24,the patrolling policemen,A,shown,ARG1,C-ARG1,0,16
82-he-1,The application will allow the inspector to keep an eye on the patrolling policemen. A map will be shown on his screen where he#1can check all the policemen.,he,24,A map,A,shown,ARG1,C-ARG1,0,0
82-he-1,The application will allow the inspector to keep an eye on the patrolling policemen. A map will be shown on his screen where he#1can check all the policemen.,he,24,his screen,A,shown,ARGM-LOC,C-ARG1,0,0
83-he-0,The application will allow the patrolling officer after login in to view whether he#0has been assigned any task.,he,13,The application,UA,allow,ARG0,ARG1,1,0
83-he-0,The application will allow the patrolling officer after login in to view whether he#0has been assigned any task.,he,13,the patrolling officer,UA,allow,ARG1,ARG1,1,0
83-he-0,The application will allow the patrolling officer after login in to view whether he#0has been assigned any task.,he,13,login,UA,allow,ARG1,ARG1,1,0
84-his-0,The system shall enable the patrolling officer to update or modify his#0personal details given.,his,11,The system,UA,enable,ARG0,ARG1,1,0
84-his-0,The system shall enable the patrolling officer to update or modify his#0personal details given.,his,11,the patrolling officer,UA,enable,ARG2,ARG1,1,0
85-his-0,The application will allow the patrolling officer to restore his#0password in case he forgets it through SMS verification.,his,9,The application,UA,allow,ARG0,ARG1,1,0
85-his-0,The application will allow the patrolling officer to restore his#0password in case he forgets it through SMS verification.,his,9,the patrolling officer,UA,allow,ARG1,ARG1,1,0
85-he-1,The application will allow the patrolling officer to restore his password in case he#1forgets it through SMS verification.,he,13,The application,UA,allow,ARG0,ARG1,1,0
85-he-1,The application will allow the patrolling officer to restore his password in case he#1forgets it through SMS verification.,he,13,the patrolling officer,UA,allow,ARG1,ARG1,1,0
85-he-1,The application will allow the patrolling officer to restore his password in case he#1forgets it through SMS verification.,he,13,his password,UA,allow,ARG1,ARG1,1,0
85-he-1,The application will allow the patrolling officer to restore his password in case he#1forgets it through SMS verification.,he,13,case,UA,allow,ARG1,ARG1,1,0
85-it-2,The application will allow the patrolling officer to restore his password in case he forgets it#2through SMS verification.,it,15,The application,UA,allow,ARG0,ARG1,1,0
85-it-2,The application will allow the patrolling officer to restore his password in case he forgets it#2through SMS verification.,it,15,the patrolling officer,UA,allow,ARG1,ARG1,1,0
85-it-2,The application will allow the patrolling officer to restore his password in case he forgets it#2through SMS verification.,it,15,his password,UA,allow,ARG1,ARG1,1,0
85-it-2,The application will allow the patrolling officer to restore his password in case he forgets it#2through SMS verification.,it,15,case,UA,allow,ARG1,ARG1,1,0
86-their-0,The users should be able to show/hide their#0personal details.,their,9,The users,UA,be,ARG1,ARG2,1,0
87-himself-0,"For the signup of the user, the user should first register himself#0in the company's database.",himself,12,the signup,UA,register,ARGM-ADV,ARG1,0,0
87-himself-0,"For the signup of the user, the user should first register himself#0in the company's database.",himself,12,the user,UA,register,ARG0,ARG1,1,0
89-their-0,User should have jdk installed on their#0system.,their,6,User,UA,have,ARG0,ARG1,1,0
89-their-0,User should have jdk installed on their#0system.,their,6,jdk,UA,have,ARG1,ARG1,1,0
90-his-0,User must have to locate Input file of Machine meta from his#0system,his,11,User,UA,locate,ARG0,ARGM-DIR,0,0
90-his-0,User must have to locate Input file of Machine meta from his#0system,his,11,Input file,UA,locate,ARG1,ARGM-DIR,0,0
90-his-0,User must have to locate Input file of Machine meta from his#0system,his,11,Machine,UA,locate,ARG1,ARGM-DIR,0,0
91-his-0,User must have to locate Input file of container meta from his#0system,his,11,User,UA,locate,ARG0,ARGM-DIR,0,0
91-his-0,User must have to locate Input file of container meta from his#0system,his,11,Input file,UA,locate,ARG1,ARGM-DIR,0,0
91-his-0,User must have to locate Input file of container meta from his#0system,his,11,container meta,UA,locate,ARG1,ARGM-DIR,0,0
92-his-0,User must have to locate Input file of batch task from his#0system.,his,11,User,UA,locate,ARG0,ARGM-DIR,0,0
92-his-0,User must have to locate Input file of batch task from his#0system.,his,11,Input file,UA,locate,ARG1,ARGM-DIR,0,0
92-his-0,User must have to locate Input file of batch task from his#0system.,his,11,batch task,UA,locate,ARG1,ARGM-DIR,0,0
93-his-0,User must have to name Output file of Machine usage on his#0system.,his,11,User,UA,name,ARG0,ARGM-LOC,0,0
93-his-0,User must have to name Output file of Machine usage on his#0system.,his,11,Output file,UA,name,ARG1,ARGM-LOC,0,0
93-his-0,User must have to name Output file of Machine usage on his#0system.,his,11,Machine usage,UA,name,ARG1,ARGM-LOC,0,0
94-his-0,User then have to name Output file of Container usage on his#0system.,his,11,User,UA,name,ARG0,ARGM-LOC,0,0
94-his-0,User then have to name Output file of Container usage on his#0system.,his,11,Output file,UA,name,ARG1,ARGM-LOC,0,0
94-his-0,User then have to name Output file of Container usage on his#0system.,his,11,Container usage,UA,name,ARG1,ARGM-LOC,0,0
95-his-0,User must have to name Output file of Thermal Data on his#0system.,his,11,User,UA,name,ARG0,ARGM-LOC,0,0
95-his-0,User must have to name Output file of Thermal Data on his#0system.,his,11,Output file,UA,name,ARG1,ARGM-LOC,0,0
95-his-0,User must have to name Output file of Thermal Data on his#0system.,his,11,Thermal Data,UA,name,ARG1,ARGM-LOC,0,0
96-their-0,"Users can change their#0User Type from Listener to Musician and vice versa, through the Settings Panel.",their,3,Users,UA,change,ARG0,ARG1,1,0
97-their-0,Users can add comments on tracks and show their#0support for their favourite artists by liking their tracks,their,8,Users,A,show,ARG0,ARG1,1,0
97-their-0,Users can add comments on tracks and show their#0support for their favourite artists by liking their tracks,their,8,comments,A,show,ARG1,ARG1,1,5
97-their-0,Users can add comments on tracks and show their#0support for their favourite artists by liking their tracks,their,8,tracks,A,show,ARG1,ARG1,1,5
97-their-1,Users can add comments on tracks and show their support for their#1favourite artists by liking their tracks,their,11,Users,A,show,ARG0,ARG1,1,0
97-their-1,Users can add comments on tracks and show their support for their#1favourite artists by liking their tracks,their,11,comments,A,show,ARG1,ARG1,1,5
97-their-1,Users can add comments on tracks and show their support for their#1favourite artists by liking their tracks,their,11,tracks,A,show,ARG1,ARG1,1,5
97-their-1,Users can add comments on tracks and show their support for their#1favourite artists by liking their tracks,their,11,their support,A,show,ARG1,ARG1,1,0
97-their-2,Users can add comments on tracks and show their support for their favourite artists by liking their#2tracks,their,16,Users,A,show,ARG0,ARGM-MNR,0,0
97-their-2,Users can add comments on tracks and show their support for their favourite artists by liking their#2tracks,their,16,comments,A,show,ARG1,ARGM-MNR,0,5
97-their-2,Users can add comments on tracks and show their support for their favourite artists by liking their#2tracks,their,16,tracks,A,show,ARG1,ARGM-MNR,0,5
97-their-2,Users can add comments on tracks and show their support for their favourite artists by liking their#2tracks,their,16,their support,A,show,ARG1,ARGM-MNR,0,0
97-their-2,Users can add comments on tracks and show their support for their favourite artists by liking their#2tracks,their,16,their favourite artists,A,show,ARG1,ARGM-MNR,0,0
98-their-0,"Users have the ability to make custom playlist(s), which can be renamed to their#0own liking.",their,15,Users,A,have,ARG0,ARG1,1,0
98-their-0,"Users have the ability to make custom playlist(s), which can be renamed to their#0own liking.",their,15,the ability,A,have,ARG1,ARG1,1,0
98-their-0,"Users have the ability to make custom playlist(s), which can be renamed to their#0own liking.",their,15,custom playlist(s,A,have,ARG1,ARG1,1,0
99-they-0,The system should provide fields to driver and passenger where they#0will enter their credentials for login purpose.,they,10,The system,UA,provide,ARG0,C-ARG1,0,0
99-they-0,The system should provide fields to driver and passenger where they#0will enter their credentials for login purpose.,they,10,fields,UA,provide,ARG1,C-ARG1,0,0
99-their-1,The system should provide fields to driver and passenger where they will enter their#1credentials for login purpose.,their,13,The system,UA,provide,ARG0,C-ARG1,0,0
99-their-1,The system should provide fields to driver and passenger where they will enter their#1credentials for login purpose.,their,13,fields,UA,provide,ARG1,C-ARG1,0,0
100-their-0,The system should allow users to select route of their#0choice.,their,9,The system,UA,allow,ARG0,ARG1,1,0
100-their-0,The system should allow users to select route of their#0choice.,their,9,users,UA,allow,ARG1,ARG1,1,0
100-their-0,The system should allow users to select route of their#0choice.,their,9,route,UA,allow,ARG1,ARG1,1,0
101-they-0,The system checks passenger location and location of bus. If they#0both are same the system should automatically change navigation from bus to university.,they,11,The system,A,are,ARG0,ARG1,1,11
101-they-0,The system checks passenger location and location of bus. If they#0both are same the system should automatically change navigation from bus to university.,they,11,passenger location,A,are,ARG1,ARG1,1,11
101-they-0,The system checks passenger location and location of bus. If they#0both are same the system should automatically change navigation from bus to university.,they,11,passenger location and location,A,are,ARG1,ARG1,1,11
101-they-0,The system checks passenger location and location of bus. If they#0both are same the system should automatically change navigation from bus to university.,they,11,location,A,are,ARG1,ARG1,1,11
101-they-0,The system checks passenger location and location of bus. If they#0both are same the system should automatically change navigation from bus to university.,they,11,bus,A,are,ARG1,ARG1,1,11
102-its-0,The system should stop navigation when the bus reaches its#0destination.,its,9,The system,UA,stop,ARG0,ARGM-TMP,0,0
102-its-0,The system should stop navigation when the bus reaches its#0destination.,its,9,navigation,UA,stop,ARG1,ARGM-TMP,0,0
102-its-0,The system should stop navigation when the bus reaches its#0destination.,its,9,the bus,UA,stop,ARGM-TMP,ARGM-TMP,1,0
103-their-0,The system should ask passenger to rate their#0trip.,their,7,The system,A,ask,ARG0,ARG1,1,0
103-their-0,The system should ask passenger to rate their#0trip.,their,7,passenger,A,ask,ARG2,ARG1,1,0
104-his-0,The system should allow driver to configure route before starting his#0journey.,his,10,The system,UA,allow,ARG0,ARG1,1,0
104-his-0,The system should allow driver to configure route before starting his#0journey.,his,10,driver,UA,allow,ARG1,ARG1,1,0
104-his-0,The system should allow driver to configure route before starting his#0journey.,his,10,configure route,UA,allow,ARG1,ARG1,1,0
105-they-0,The system should display all routes to drivers and passengers so that they#0can select one of them.,they,12,The system,A,display,ARG0,ARGM-PRP,0,0
105-they-0,The system should display all routes to drivers and passengers so that they#0can select one of them.,they,12,all routes,A,display,ARG1,ARGM-PRP,0,0
105-they-0,The system should display all routes to drivers and passengers so that they#0can select one of them.,they,12,drivers,A,display,ARG1,ARGM-PRP,0,0
105-they-0,The system should display all routes to drivers and passengers so that they#0can select one of them.,they,12,drivers and passengers,A,display,ARG1,ARGM-PRP,0,0
105-they-0,The system should display all routes to drivers and passengers so that they#0can select one of them.,they,12,passengers,A,display,ARG1,ARGM-PRP,0,0
105-them-1,The system should display all routes to drivers and passengers so that they can select one of them#1.,them,17,The system,A,display,ARG0,ARGM-PRP,0,0
105-them-1,The system should display all routes to drivers and passengers so that they can select one of them#1.,them,17,all routes,A,display,ARG1,ARGM-PRP,0,0
105-them-1,The system should display all routes to drivers and passengers so that they can select one of them#1.,them,17,drivers,A,display,ARG1,ARGM-PRP,0,0
105-them-1,The system should display all routes to drivers and passengers so that they can select one of them#1.,them,17,drivers and passengers,A,display,ARG1,ARGM-PRP,0,0
105-them-1,The system should display all routes to drivers and passengers so that they can select one of them#1.,them,17,passengers,A,display,ARG1,ARGM-PRP,0,0
106-their-0,The system should allow drivers and passengers to view their#0last 30 trips.,their,9,The system,UA,allow,ARG0,ARG1,1,0
106-their-0,The system should allow drivers and passengers to view their#0last 30 trips.,their,9,drivers,UA,allow,ARG1,ARG1,1,0
106-their-0,The system should allow drivers and passengers to view their#0last 30 trips.,their,9,drivers and passengers,UA,allow,ARG1,ARG1,1,0
106-their-0,The system should allow drivers and passengers to view their#0last 30 trips.,their,9,passengers,UA,allow,ARG1,ARG1,1,0
107-their-0,The system should allow driver and passengers to edit and update their#0profiles.,their,11,The system,UA,allow,ARG0,ARG1,1,0
107-their-0,The system should allow driver and passengers to edit and update their#0profiles.,their,11,driver,UA,allow,ARG1,ARG1,1,0
107-their-0,The system should allow driver and passengers to edit and update their#0profiles.,their,11,driver and passengers,UA,allow,ARG1,ARG1,1,0
107-their-0,The system should allow driver and passengers to edit and update their#0profiles.,their,11,passengers,UA,allow,ARG1,ARG1,1,0
108-their-0,The system should not allow drivers and passenger to update their#0name and ID.,their,10,The system,UA,allow,ARG0,ARG1,1,0
108-their-0,The system should not allow drivers and passenger to update their#0name and ID.,their,10,drivers,UA,allow,ARG1,ARG1,1,0
108-their-0,The system should not allow drivers and passenger to update their#0name and ID.,their,10,drivers and passenger,UA,allow,ARG1,ARG1,1,0
108-their-0,The system should not allow drivers and passenger to update their#0name and ID.,their,10,passenger,UA,allow,ARG1,ARG1,1,0
109-his-0,User will be able to delete a website's activity and add his#0new websites whose activity he wants to check.,his,12,User,A,be,ARG1,ARG2,1,0
109-his-0,User will be able to delete a website's activity and add his#0new websites whose activity he wants to check.,his,12,a website's activity,A,be,ARG2,ARG2,1,0
109-he-1,User will be able to delete a website's activity and add his new websites whose activity he#1wants to check.,he,17,User,A,be,ARG1,ARG2,1,0
109-he-1,User will be able to delete a website's activity and add his new websites whose activity he#1wants to check.,he,17,a website's activity,A,be,ARG2,ARG2,1,0
109-he-1,User will be able to delete a website's activity and add his new websites whose activity he#1wants to check.,he,17,his new websites,A,be,ARG2,ARG2,1,0
109-he-1,User will be able to delete a website's activity and add his new websites whose activity he#1wants to check.,he,17,whose activity,A,be,ARG2,ARG2,1,0
110-their-0,Database will keep the records of the users and their#0current work like their website etc.,their,9,Database,UA,keep,ARG0,ARG1,1,0
110-their-0,Database will keep the records of the users and their#0current work like their website etc.,their,9,the records,UA,keep,ARG1,ARG1,1,0
110-their-0,Database will keep the records of the users and their#0current work like their website etc.,their,9,the users,UA,keep,ARG1,ARG1,1,0
110-their-0,Database will keep the records of the users and their#0current work like their website etc.,their,9,the users and their current work,UA,keep,ARG1,ARG1,1,0
110-their-1,Database will keep the records of the users and their current work like their#1website etc.,their,13,Database,UA,keep,ARG0,ARG1,1,0
110-their-1,Database will keep the records of the users and their current work like their#1website etc.,their,13,the records,UA,keep,ARG1,ARG1,1,0
110-their-1,Database will keep the records of the users and their current work like their#1website etc.,their,13,the users,UA,keep,ARG1,ARG1,1,0
110-their-1,Database will keep the records of the users and their current work like their#1website etc.,their,13,the users and their current work,UA,keep,ARG1,ARG1,1,0
110-their-1,Database will keep the records of the users and their current work like their#1website etc.,their,13,their current work,UA,keep,ARG1,ARG1,1,0
111-his-0,"If a user wants to search something about his#0/her website, he or she can do it by simply retrieving data from database. ",his,8,a user,UA,wants,ARG0,ARG1,1,0
111-her-1,"If a user wants to search something about his/her#1website, he or she can do it by simply retrieving data from database. ",her,10,a user,UA,wants,ARG0,ARG1,1,0
111-he-2,"If a user wants to search something about his/her website, he#2or she can do it by simply retrieving data from database. ",he,13,a user,UA,do,ARGM-ADV,ARG0,0,0
111-he-2,"If a user wants to search something about his/her website, he#2or she can do it by simply retrieving data from database. ",he,13,his/her website,UA,do,ARGM-ADV,ARG0,0,0
111-she-3,"If a user wants to search something about his/her website, he or she#3can do it by simply retrieving data from database. ",she,15,a user,UA,do,ARGM-ADV,ARG0,0,0
111-she-3,"If a user wants to search something about his/her website, he or she#3can do it by simply retrieving data from database. ",she,15,his/her website,UA,do,ARGM-ADV,ARG0,0,0
111-it-4,"If a user wants to search something about his/her website, he or she can do it#4by simply retrieving data from database. ",it,18,a user,UA,do,ARGM-ADV,ARG1,0,0
111-it-4,"If a user wants to search something about his/her website, he or she can do it#4by simply retrieving data from database. ",it,18,his/her website,UA,do,ARGM-ADV,ARG1,0,0
112-them-0,The system must provide opportunity to create an account through Sign up button which will redirect them#0to the sign up panel.,them,16,The system,UA,provide,ARG0,ARG1,1,0
112-them-0,The system must provide opportunity to create an account through Sign up button which will redirect them#0to the sign up panel.,them,16,opportunity,UA,provide,ARG1,ARG1,1,0
112-them-0,The system must provide opportunity to create an account through Sign up button which will redirect them#0to the sign up panel.,them,16,an account,UA,provide,ARG1,ARG1,1,0
112-them-0,The system must provide opportunity to create an account through Sign up button which will redirect them#0to the sign up panel.,them,16,Sign,UA,provide,ARG1,ARG1,1,0
112-them-0,The system must provide opportunity to create an account through Sign up button which will redirect them#0to the sign up panel.,them,16,button,UA,provide,ARG1,ARG1,1,0
113-her-0,The user must be allowed update his/ her#0password using the password recovery option,her,7,The user,UA,update,ARG0,ARG1,1,0
113-her-0,The user must be allowed update his/ her#0password using the password recovery option,her,7,his/,UA,allowed,ARG1,ARG1,1,0
114-his-0,The user can pre Look his#0profile details and credentials through Look profile,his,5,The user,UA,pre,ARG0,ARG1,1,0
115-he-0,A Category from drop down menu if he#0wants to see the news of only specific category (i.e. sports).,he,7,A Category,A,wants,O,ARG0,0,-1
115-he-0,A Category from drop down menu if he#0wants to see the news of only specific category (i.e. sports).,he,7,drop,A,wants,O,ARG0,0,-1
115-he-0,A Category from drop down menu if he#0wants to see the news of only specific category (i.e. sports).,he,7,menu,A,wants,O,ARG0,0,-1
116-it-0,The User shall add the location of the news where it#0occurred,it,10,The User,A,add,ARG0,ARG1,1,0
116-it-0,The User shall add the location of the news where it#0occurred,it,10,the location,A,add,ARG1,ARG1,1,0
116-it-0,The User shall add the location of the news where it#0occurred,it,10,the news,A,add,ARG1,ARG1,1,0
117-he-0,The User shall add the related pictures or videos of the news which he#0wants to upload. ,he,13,The User,UA,add,ARG0,ARG1,1,0
117-he-0,The User shall add the related pictures or videos of the news which he#0wants to upload. ,he,13,the related pictures,UA,add,ARG1,ARG1,1,0
117-he-0,The User shall add the related pictures or videos of the news which he#0wants to upload. ,he,13,the related pictures or videos,UA,add,ARG1,ARG1,1,0
117-he-0,The User shall add the related pictures or videos of the news which he#0wants to upload. ,he,13,videos,UA,add,ARG1,ARG1,1,0
117-he-0,The User shall add the related pictures or videos of the news which he#0wants to upload. ,he,13,the news,UA,add,ARG1,ARG1,1,0
118-their-0,The feature allows the user and the administrator to log out of the system from their#0own account.,their,15,The feature,UA,allows,ARG0,ARG1,1,0
118-their-0,The feature allows the user and the administrator to log out of the system from their#0own account.,their,15,the user,UA,allows,ARG1,ARG1,1,0
118-their-0,The feature allows the user and the administrator to log out of the system from their#0own account.,their,15,the user and the administrator,UA,allows,ARG1,ARG1,1,0
118-their-0,The feature allows the user and the administrator to log out of the system from their#0own account.,their,15,the administrator,UA,allows,ARG1,ARG1,1,0
118-their-0,The feature allows the user and the administrator to log out of the system from their#0own account.,their,15,the system,UA,allows,ARG1,ARG1,1,0
119-its-0,The system shall allow the Admin and the end-user to view its#0Gallery.,its,13,The system,A,allow,ARG0,ARG1,1,0
119-its-0,The system shall allow the Admin and the end-user to view its#0Gallery.,its,13,the Admin,A,allow,ARG1,ARG1,1,0
119-its-0,The system shall allow the Admin and the end-user to view its#0Gallery.,its,13,the Admin and the end-user,A,allow,ARG1,ARG1,1,0
119-its-0,The system shall allow the Admin and the end-user to view its#0Gallery.,its,13,the end-user,A,allow,ARG1,ARG1,1,0
120-its-0,The system shall allow the Admin and the end-user to view its#0History.,its,13,The system,A,allow,ARG0,ARG1,1,0
120-its-0,The system shall allow the Admin and the end-user to view its#0History.,its,13,the Admin,A,allow,ARG1,ARG1,1,0
120-its-0,The system shall allow the Admin and the end-user to view its#0History.,its,13,the Admin and the end-user,A,allow,ARG1,ARG1,1,0
120-its-0,The system shall allow the Admin and the end-user to view its#0History.,its,13,the end-user,A,allow,ARG1,ARG1,1,0
121-its-0,"The system shall allow end-user to view and make changes in its#0profile such as Name, Password.",its,13,The system,A,allow,ARG0,ARG1,1,0
121-its-0,"The system shall allow end-user to view and make changes in its#0profile such as Name, Password.",its,13,end-user,A,allow,ARG1,ARG1,1,0
121-its-0,"The system shall allow end-user to view and make changes in its#0profile such as Name, Password.",its,13,changes,A,allow,ARG1,ARG1,1,0
122-their-0,The system shall allow the admin to change their#0login credentials,their,8,The system,UA,allow,ARG0,ARG1,1,0
122-their-0,The system shall allow the admin to change their#0login credentials,their,8,the admin,UA,allow,ARG1,ARG1,1,0
123-it-0,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it#0will predict its AQL.",it,22,The application,UA,predict,ARG0,ARG0,1,21
123-it-0,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it#0will predict its AQL.",it,22,the picture,UA,predict,ARG1,ARG0,1,21
123-it-0,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it#0will predict its AQL.",it,22,the camera app,UA,predict,ARG2,ARG0,1,21
123-it-0,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it#0will predict its AQL.",it,22,the user,UA,predict,ARG2,ARG0,1,21
123-it-0,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it#0will predict its AQL.",it,22,the gallery,UA,predict,ARG2,ARG0,1,21
123-its-1,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it will predict its#1AQL.",its,25,The application,UA,predict,ARG0,ARG1,1,21
123-its-1,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it will predict its#1AQL.",its,25,the picture,UA,predict,ARG1,ARG1,1,21
123-its-1,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it will predict its#1AQL.",its,25,the camera app,UA,predict,ARG2,ARG1,1,21
123-its-1,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it will predict its#1AQL.",its,25,the user,UA,predict,ARG2,ARG1,1,21
123-its-1,"The application will take the picture through the camera app on the user? android phone or through the gallery, then it will predict its#1AQL.",its,25,the gallery,UA,predict,ARG2,ARG1,1,21
124-their-0,Voters will be provide their#0tazkira number in order to be recognized on the day of election.,their,4,Voters,UA,provide,ARG2,ARG1,1,0
125-their-0,User will login by their#0name (user name) and password.,their,4,User,UA,login,ARG0,ARGM-MNR,0,0
126-his-0,This user shall be able to make changes to his#0device according to his desire by using this option,his,9,This user,A,be,ARG1,ARG2,1,0
126-his-0,This user shall be able to make changes to his#0device according to his desire by using this option,his,9,changes,A,be,ARG2,ARG2,1,0
126-his-1,This user shall be able to make changes to his device according to his#1desire by using this option,his,13,This user,A,be,ARG1,ARG2,1,0
126-his-1,This user shall be able to make changes to his device according to his#1desire by using this option,his,13,changes,A,be,ARG2,ARG2,1,0
126-his-1,This user shall be able to make changes to his device according to his#1desire by using this option,his,13,his device,A,be,ARG2,ARG2,1,0
134-they-0,The system shall take the user and registered users to the subjected screen when they#0select a notification.,they,14,The system,UA,take,ARG0,ARGM-TMP,0,0
134-they-0,The system shall take the user and registered users to the subjected screen when they#0select a notification.,they,14,the user,UA,take,ARG1,ARGM-TMP,0,0
134-they-0,The system shall take the user and registered users to the subjected screen when they#0select a notification.,they,14,the user and registered users,UA,take,ARG1,ARGM-TMP,0,0
134-they-0,The system shall take the user and registered users to the subjected screen when they#0select a notification.,they,14,registered users,UA,take,ARG1,ARGM-TMP,0,0
134-they-0,The system shall take the user and registered users to the subjected screen when they#0select a notification.,they,14,the subjected screen,UA,take,ARGM-GOL,ARGM-TMP,0,0
135-themselves-0,The system shall ask user to first register themselves#0in the system in order to login.,themselves,8,The system,UA,ask,ARG0,ARG1,1,0
135-themselves-0,The system shall ask user to first register themselves#0in the system in order to login.,themselves,8,user,UA,ask,ARG2,ARG1,1,0
136-their-0,"The system shall allow users to edit their#0profile information i.e. name, email, phone and reset password.",their,7,The system,UA,allow,ARG0,ARG1,1,0
136-their-0,"The system shall allow users to edit their#0profile information i.e. name, email, phone and reset password.",their,7,users,UA,allow,ARG1,ARG1,1,0
137-it-0,The system shall allow the PIR sensor to send a single to GPIO pin when it#0detects infrared radiations indication motion.,it,15,The system,A,allow,ARG0,ARG1,1,0
137-it-0,The system shall allow the PIR sensor to send a single to GPIO pin when it#0detects infrared radiations indication motion.,it,15,the PIR sensor,A,allow,ARG1,ARG1,1,0
137-it-0,The system shall allow the PIR sensor to send a single to GPIO pin when it#0detects infrared radiations indication motion.,it,15,a single,A,allow,ARG1,ARG1,1,0
137-it-0,The system shall allow the PIR sensor to send a single to GPIO pin when it#0detects infrared radiations indication motion.,it,15,GPIO pin,A,allow,ARG1,ARG1,1,0
138-it-0,The system shall not accept the password if it#0is not entered within 30 seconds.,it,8,The system,A,accept,ARG0,ARGM-ADV,0,0
138-it-0,The system shall not accept the password if it#0is not entered within 30 seconds.,it,8,the password,A,accept,ARG1,ARGM-ADV,0,0
139-their-0,The Mobile App shall enable the user to enter their#0email and password or phone number to login.,their,9,The Mobile App,UA,enable,ARG0,ARG1,1,0
139-their-0,The Mobile App shall enable the user to enter their#0email and password or phone number to login.,their,9,the user,UA,enable,ARG2,ARG1,1,0
140-their-0,"The Mobile App shall display annotated trash items, with their#0names and categories.",their,10,The Mobile App,A,display,ARG0,ARG1,1,0
140-their-0,"The Mobile App shall display annotated trash items, with their#0names and categories.",their,10,annotated trash items,A,display,ARG1,ARG1,1,0
141-it-0,If the alert option is selected then it#0will alert the organizations that deal with those category of items.,it,7,the alert option,A,alert,ARGM-ADV,ARG0,0,0
142-its-0,By selecting an item the Mobile App will show further guidelines on its#0disposal method.,its,12,an item,UA,show,ARGM-MNR,ARG1,0,0
142-its-0,By selecting an item the Mobile App will show further guidelines on its#0disposal method.,its,12,the Mobile App,UA,show,ARG0,ARG1,1,0
142-its-0,By selecting an item the Mobile App will show further guidelines on its#0disposal method.,its,12,further guidelines,UA,show,ARG1,ARG1,1,0
143-they-0,The Mobile App shall then allow user to select out disposable items they#0have dealt with.,they,12,The Mobile App,UA,allow,ARG0,ARG1,1,0
143-they-0,The Mobile App shall then allow user to select out disposable items they#0have dealt with.,they,12,user,UA,allow,ARG1,ARG1,1,0
143-they-0,The Mobile App shall then allow user to select out disposable items they#0have dealt with.,they,12,disposable items,UA,allow,ARG1,ARG1,1,0
144-their-0,"The Mobile App shall display user reports such as disposed items over the time, type of items disposed, their#0frequency, organizations that disposed the items.",their,20,The Mobile App,A,display,ARG0,ARG1,1,0
144-their-0,"The Mobile App shall display user reports such as disposed items over the time, type of items disposed, their#0frequency, organizations that disposed the items.",their,20,user reports,A,display,ARG1,ARG1,1,0
144-their-0,"The Mobile App shall display user reports such as disposed items over the time, type of items disposed, their#0frequency, organizations that disposed the items.",their,20,disposed items,A,display,ARG1,ARG1,1,0
144-their-0,"The Mobile App shall display user reports such as disposed items over the time, type of items disposed, their#0frequency, organizations that disposed the items.",their,20,the time,A,display,ARG1,ARG1,1,0
144-their-0,"The Mobile App shall display user reports such as disposed items over the time, type of items disposed, their#0frequency, organizations that disposed the items.",their,20,type,A,display,ARG1,ARG1,1,0
144-their-0,"The Mobile App shall display user reports such as disposed items over the time, type of items disposed, their#0frequency, organizations that disposed the items.",their,20,items,A,display,ARG1,ARG1,1,0
145-its-0,The organization will be displayed a success dialog and moved to its#0dashboard.,its,11,The organization,A,moved,ARG1,ARG2,1,0
145-its-0,The organization will be displayed a success dialog and moved to its#0dashboard.,its,11,a success dialog,A,moved,ARG1,ARG2,1,5
146-their-0,The website shall allow the user to edit their#0account information.,their,8,The website,UA,allow,ARG0,ARG1,1,0
146-their-0,The website shall allow the user to edit their#0account information.,their,8,the user,UA,allow,ARG1,ARG1,1,0
147-it-0,The Admin shall select an approval request from a list of requests and approve the account or disapprove it#0,it,18,The Admin,A,disapprove,ARG0,ARG1,1,0
147-it-0,The Admin shall select an approval request from a list of requests and approve the account or disapprove it#0,it,18,an approval request,A,disapprove,ARG1,ARG1,1,14
147-it-0,The Admin shall select an approval request from a list of requests and approve the account or disapprove it#0,it,18,a list,A,disapprove,ARG2,ARG1,1,14
147-it-0,The Admin shall select an approval request from a list of requests and approve the account or disapprove it#0,it,18,requests,A,disapprove,ARG2,ARG1,1,14
147-it-0,The Admin shall select an approval request from a list of requests and approve the account or disapprove it#0,it,18,the account,A,disapprove,ARG1,ARG1,1,4
